project,algorithm,passed,failed,skipped,xfailed,xpassed,errors,time,execution_problems,usage_memory,time_instrumentation,time_create_monitor,test_duration,total_violations,violations,unique_violations_count,unique_violations_summary,unique_violations_test,monitors,total_monitors,events,total_events,old_test_duration,old_test_duration
Marley-Mulvin-Broome-JapaneseFrequencyProcessor-58443a6,ORIGINAL,267,4,0,0,0,116,0.84,,0.0,,,0.84,,,,,,,,,,,
Marley-Mulvin-Broome-JapaneseFrequencyProcessor-58443a6,B,267,4,0,0,0,116,3.88,"

['Adding event name shutdown', 'Instrumenting `shutdown`', 'Adding event name log', 'Instrumenting `info`', 'Adding event name log', 'Instrumenting `fatal`', 'Adding event name log', 'Instrumenting `critical`', 'Adding event name log', 'Instrumenting `debug`', 'Adding event name log', 'Instrumenting `error`', 'Adding event name log', 'Instrumenting `exception`', 'Adding event name log', 'Instrumenting `warn`']",0.0,0.09503936767578125,0.374891996383667,3.98,0,,,{},{},Arrays_SortBeforeBinarySearch=1<>Thread_StartOnce=1<>Scipy_IntegrateRange=1<>Two_Classes_Binding=1<>Turtle_LastStatementDone=1<>Flask_NoModifyAfterServe=1<>Pydocs_UselessExecutor=1<>XMLParser_ParseMustFinalize=1<>faulthandler_disableBeforeClose=1<>NLTK_NonterminalSymbolMutability=1<>Console_CloseReader=1<>Sets_Comparable=1<>Flask_NoOptionsChangeAfterEnvCreate=1<>Requests_DataMustOpenInBinary=1<>socket_create_connection=1<>NLTK_MustImplementEntries=1<>KeyInList=1<>faulthandler_tracetrackDumpBeforeClose=1<>RandomRandrange_MustNotUseKwargs=1<>RandomParams_NoPositives=1<>Pydocs_MustReleaseLock=1<>Arrays_Comparable=1<>Pydocs_MustShutdownBeforeCloseSocket=1<>UseProtp_in_FTP_TLS=1<>Pydocs_NoReadAfterAccess=1<>UnsafeListIterator=505<>NLTK_RegexpTokenizerCapturingParentheses=1<>Requests_MustCloseSession=1<>PriorityQueue_NonComparable=1<>Pydocs_MustUnlinkSharedMemory=1<>Pydocs_ShouldNotInstantiateStreamWriter=1<>Pydocs_MustShutdownExecutor=1<>CreateWidgetOnSameFrameCanvas=1<>File_MustClose=1<>VerifyPathProcessed=1<>Pydocs_MustCloseSocket=1<>NLTK_regexp_span_tokenize=1<>faulthandler_unregisterBeforeClose=1<>Pydocs_MustReleaseRLock=1<>Pydocs_UselessFileOpen=1<>Tornado_NoAdditionalOutputCallsAfterFinish=1<>Pydocs_MustFlushMmap=1<>Pydocs_ShouldUseStreamWriterCorrectly=1<>Console_CloseErrorWriter=1<>socket_socket_settimeout=1<>Requests_PreparedRequestInit=1<>UnsafeMapIterator=220<>RandomMustUseSeed=1<>StringTemplate_ChangeAfterCreate=1<>Session_DataMustOpenInBinary=1<>Flask_UnsafeFilePath=1<>socket_setdefaulttimeout=1<>Thread_OverrideRun=1<>FTP_MustLoginOnceOnly=1<>HostnamesTerminatesWithSlash=1<>Requests_MustCloseResponse=1<>Logging_MustNotLogAfterShutdown=1<>ArgParse_Parent=1<>Console_CloseWriter=1<>NLTK_MissingMegamFvalsArg=1<>NLTK_MutableProbDistSumToOne=1<>NLTK_MissingMegamExplicitArg=1<,785,UnsafeListIterator=createList=509<>UnsafeListIterator=updateList=7<>UnsafeMapIterator=createMap=219<>UnsafeMapIterator=updateMap=86<,821,3.4563324451446533,3.4563324451446533
Marley-Mulvin-Broome-JapaneseFrequencyProcessor-58443a6,C,267,4,0,0,0,116,3.85,"

['Adding event name shutdown', 'Instrumenting `shutdown`', 'Adding event name log', 'Instrumenting `info`', 'Adding event name log', 'Instrumenting `fatal`', 'Adding event name log', 'Instrumenting `critical`', 'Adding event name log', 'Instrumenting `debug`', 'Adding event name log', 'Instrumenting `error`', 'Adding event name log', 'Instrumenting `exception`', 'Adding event name log', 'Instrumenting `warn`']",0.0,0.08496212959289551,0.3369436264038086,3.93,0,,,{},{},Arrays_SortBeforeBinarySearch=1<>Thread_StartOnce=1<>Scipy_IntegrateRange=1<>Two_Classes_Binding=1<>Turtle_LastStatementDone=1<>Flask_NoModifyAfterServe=1<>Pydocs_UselessExecutor=1<>XMLParser_ParseMustFinalize=1<>faulthandler_disableBeforeClose=1<>NLTK_NonterminalSymbolMutability=1<>Console_CloseReader=1<>Sets_Comparable=1<>Flask_NoOptionsChangeAfterEnvCreate=1<>Requests_DataMustOpenInBinary=1<>socket_create_connection=1<>NLTK_MustImplementEntries=1<>KeyInList=1<>faulthandler_tracetrackDumpBeforeClose=1<>RandomRandrange_MustNotUseKwargs=1<>RandomParams_NoPositives=1<>Pydocs_MustReleaseLock=1<>Arrays_Comparable=1<>Pydocs_MustShutdownBeforeCloseSocket=1<>UseProtp_in_FTP_TLS=1<>Pydocs_NoReadAfterAccess=1<>UnsafeListIterator=505<>NLTK_RegexpTokenizerCapturingParentheses=1<>Requests_MustCloseSession=1<>PriorityQueue_NonComparable=1<>Pydocs_MustUnlinkSharedMemory=1<>Pydocs_ShouldNotInstantiateStreamWriter=1<>Pydocs_MustShutdownExecutor=1<>CreateWidgetOnSameFrameCanvas=1<>File_MustClose=1<>VerifyPathProcessed=1<>Pydocs_MustCloseSocket=1<>NLTK_regexp_span_tokenize=1<>faulthandler_unregisterBeforeClose=1<>Pydocs_MustReleaseRLock=1<>Pydocs_UselessFileOpen=1<>Tornado_NoAdditionalOutputCallsAfterFinish=1<>Pydocs_MustFlushMmap=1<>Pydocs_ShouldUseStreamWriterCorrectly=1<>Console_CloseErrorWriter=1<>socket_socket_settimeout=1<>Requests_PreparedRequestInit=1<>UnsafeMapIterator=220<>RandomMustUseSeed=1<>StringTemplate_ChangeAfterCreate=1<>Session_DataMustOpenInBinary=1<>Flask_UnsafeFilePath=1<>socket_setdefaulttimeout=1<>Thread_OverrideRun=1<>FTP_MustLoginOnceOnly=1<>HostnamesTerminatesWithSlash=1<>Requests_MustCloseResponse=1<>Logging_MustNotLogAfterShutdown=1<>ArgParse_Parent=1<>Console_CloseWriter=1<>NLTK_MissingMegamFvalsArg=1<>NLTK_MutableProbDistSumToOne=1<>NLTK_MissingMegamExplicitArg=1<,785,UnsafeListIterator=createList=509<>UnsafeListIterator=updateList=7<>UnsafeMapIterator=createMap=219<>UnsafeMapIterator=updateMap=86<,821,3.4233932495117188,3.4233932495117188
Marley-Mulvin-Broome-JapaneseFrequencyProcessor-58443a6,C+,267,4,0,0,0,116,4.11,"

['Adding event name shutdown', 'Instrumenting `shutdown`', 'Adding event name log', 'Instrumenting `info`', 'Adding event name log', 'Instrumenting `fatal`', 'Adding event name log', 'Instrumenting `critical`', 'Adding event name log', 'Instrumenting `debug`', 'Adding event name log', 'Instrumenting `error`', 'Adding event name log', 'Instrumenting `exception`', 'Adding event name log', 'Instrumenting `warn`']",0.0,0.08463311195373535,0.35900330543518066,4.19,0,,,{},{},UnsafeListIterator=504<>PriorityQueue_NonComparable=1<>CreateWidgetOnSameFrameCanvas=1<>socket_socket_settimeout=1<>UnsafeMapIterator=219<,726,UnsafeListIterator=createList=509<>UnsafeListIterator=updateList=7<>UnsafeMapIterator=createMap=219<>UnsafeMapIterator=updateMap=86<,821,3.63165545463562,3.63165545463562
Marley-Mulvin-Broome-JapaneseFrequencyProcessor-58443a6,D,267,4,0,0,0,116,4.32,"

['Adding event name shutdown', 'Instrumenting `shutdown`', 'Adding event name log', 'Instrumenting `info`', 'Adding event name log', 'Instrumenting `fatal`', 'Adding event name log', 'Instrumenting `critical`', 'Adding event name log', 'Instrumenting `debug`', 'Adding event name log', 'Instrumenting `error`', 'Adding event name log', 'Instrumenting `exception`', 'Adding event name log', 'Instrumenting `warn`']",0.0,0.08091115951538086,0.3407773971557617,4.4,0,,,{},{},UnsafeListIterator=504<>PriorityQueue_NonComparable=1<>CreateWidgetOnSameFrameCanvas=1<>socket_socket_settimeout=1<>UnsafeMapIterator=219<,726,UnsafeListIterator=createList=509<>UnsafeListIterator=updateList=7<>UnsafeMapIterator=createMap=219<>UnsafeMapIterator=updateMap=86<,821,3.909980535507202,3.909980535507202
Phileosopher-ts-learning-aaf5873,ORIGINAL,579,9,2,2,0,37,5.20,,0.0,,,5.20,,,,,,,,,,,
